Show the Occupancy of standard double or twin room of hotel pritam central avenue nagpur	MATCH(h:Hotel)<-[:Available_In]-(r:Room) WHERE r.roomTypeName="Standard Double or Twin Room" AND h.hotelName="Hotel Pritam - Central Avenue Nagpur" RETURN r.roomTypeOccupancy
Show me the occupancy of Manor Suite of The Manor A Boutique Hotel	MATCH(h:Hotel)<-[:Available_In]-(r:Room) WHERE r.roomTypeName="Manor Suite" AND h.hotelName="The Manor - A Boutique Hotel" RETURN r.roomTypeOccupancy
Show me the room types of Peaceful Stay near Pacific Mall ?	MATCH(h:Hotel)<-[:Available_In]-(r:Room) WHERE h.hotelName="Peaceful Stay near Pacific Mall" RETURN DISTINCT(r.roomTypeName) AS RoomType
What is the price of Apartment of Hill-View Homestay in Madikeri	MATCH(h:Hotel)<-[:Available_In]-(r:Room) WHERE r.roomTypeName="Apartment" AND h.hotelName="Hill-View Homestay in Madikeri" RETURN r.roomTypePrice
Show the rating of Peaceful Stay near Pacific Mall ?	MATCH(h:Hotel)<-[:Available_In]-(r:Room) WHERE h.hotelName="Peaceful Stay near Pacific Mall" RETURN DISTINCT(h.ratingCount) AS Rating
Show the rating of peaceful stay near pacific mall ?	MATCH(h:Hotel)<-[:Available_In]-(r:Room) WHERE h.hotelName="Peaceful Stay near Pacific Mall" RETURN DISTINCT(h.ratingCount) AS Rating
What are the room types of peaceful stay near pacific mall?	MATCH(h:Hotel)<-[:Available_In]-(r:Room) WHERE h.hotelName="Peaceful Stay near Pacific Mall" RETURN DISTINCT(r.roomTypeName) AS RoomType
Show me the price of Deluxe Room of The Manor A Boutique Hotel	MATCH(h:Hotel)<-[:Available_In]-(r:Room) WHERE r.roomTypeName="Deluxe Room" AND h.hotelName="The Manor - A Boutique Hotel" RETURN r.roomTypePrice
Show the price  of Standard Triple Room of OYO 28584 The Royal Park Resort	MATCH(h:Hotel)<-[:Available_In]-(r:Room) WHERE r.roomTypeName="Standard Triple Room" AND h.hotelName="OYO 28584 The Royal Park Resort" RETURN r.roomTypePrice
What are the room types of Castle Namahstay Hostel & Art Space?	MATCH(h:Hotel)<-[:Available_In]-(r:Room) WHERE h.hotelName="Castle Namahstay Hostel & Art Space" RETURN DISTINCT(r.roomTypeName) AS RoomType
Show me the room types of Castle Namahstay Hostel & Art Space ?	MATCH(h:Hotel)<-[:Available_In]-(r:Room) WHERE h.hotelName="Castle Namahstay Hostel & Art Space" RETURN DISTINCT(r.roomTypeName) AS RoomType
Show me the occupancy of Deluxe Room of The Manor A Boutique Hotel	MATCH(h:Hotel)<-[:Available_In]-(r:Room) WHERE r.roomTypeName="Deluxe Room" AND h.hotelName="The Manor - A Boutique Hotel" RETURN r.roomTypeOccupancy
What is the Occupancy of Suite with Balcony of Castle Namahstay Hostel & Art Space?	MATCH(h:Hotel)<-[:Available_In]-(r:Room) WHERE r.roomTypeName="Suite with Balcony" AND h.hotelName="Castle Namahstay Hostel & Art Space" RETURN r.roomTypeOccupancy
Show the occupancy of standard single room of hotel pritam central avenue nagpur	MATCH(h:Hotel)<-[:Available_In]-(r:Room) WHERE r.roomTypeName="Standard Single Room" AND h.hotelName="Hotel Pritam - Central Avenue Nagpur" RETURN r.roomTypeOccupancy
What is the cancellation type of Executive Room of The Manor - A Boutique Hotel	MATCH(h:Hotel)<-[:Available_In]-(r:Room) WHERE r.roomTypeName="Executive Room" AND h.hotelName="The Manor - A Boutique Hotel" RETURN r.roomTypeCancellation
What is the occupancy of single bed in female dormitory room of castle namahstay hostel & art space	MATCH(h:Hotel)<-[:Available_In]-(r:Room) WHERE r.roomTypeName="Single Bed in Female Dormitory Room" AND h.hotelName="Castle Namahstay Hostel & Art Space" RETURN r.roomTypeOccupancy
Show the occupancy  of Standard Triple Room of OYO 28584 The Royal Park Resort	MATCH(h:Hotel)<-[:Available_In]-(r:Room) WHERE r.roomTypeName="Standard Triple Room" AND h.hotelName="OYO 28584 The Royal Park Resort" RETURN r.roomTypeOccupancy
What is the Occupancy of Twin Room with City View of Castle Namahstay Hostel & Art Space	MATCH(h:Hotel)<-[:Available_In]-(r:Room) WHERE r.roomTypeName="Twin Room with City View" AND h.hotelName="Castle Namahstay Hostel & Art Space" RETURN r.roomTypeOccupancy
What are the room types available for hotel The Nandinis?	MATCH(h:Hotel)<-[:Available_In]-(r:Room) WHERE h.hotelName="THE NANDINIS" RETURN DISTINCT(r.roomTypeName) AS RoomType
what is the cancellation type of deluxe double or twin room of the nandinis	MATCH(h:Hotel)<-[:Available_In]-(r:Room) WHERE r.roomTypeName="Deluxe Double or Twin Room" AND h.hotelName="THE NANDINIS" RETURN r.roomTypeCancellation
What is the Cancellation Type of Bed in 8-Bed Mixed Dormitory Room of Castle Namahstay Hostel & Art Space	MATCH(h:Hotel)<-[:Available_In]-(r:Room) WHERE r.roomTypeName="Bed in 8-Bed Mixed Dormitory Room" AND h.hotelName="Castle Namahstay Hostel & Art Space" RETURN r.roomTypeCancellation
Show the occupancy of Standard Double or Twin Room with Fan of Hotel Pritam - Central Avenue Nagpur	MATCH(h:Hotel)<-[:Available_In]-(r:Room) WHERE r.roomTypeName="Standard Double or Twin Room with Fan" AND h.hotelName="Hotel Pritam - Central Avenue Nagpur" RETURN r.roomTypeOccupancy
what are the room types of OYO 28584 The Royal Park Resort?	MATCH(h:Hotel)<-[:Available_In]-(r:Room) WHERE h.hotelName="OYO 28584 The Royal Park Resort" RETURN DISTINCT(r.roomTypeName) AS RoomType
Show the rating of The Manor A Boutique Hotel ?	MATCH(h:Hotel)<-[:Available_In]-(r:Room) WHERE h.hotelName="The Manor - A Boutique Hotel" RETURN DISTINCT(h.ratingCount) AS Rating
What is the price of Single Bed in Female Dormitory Room of Castle Namahstay Hostel & Art Space	MATCH(h:Hotel)<-[:Available_In]-(r:Room) WHERE r.roomTypeName="Single Bed in Female Dormitory Room" AND h.hotelName="Castle Namahstay Hostel & Art Space" RETURN r.roomTypePrice
What are the room types available for hotel Vamoosetrail Manali Nasog?	MATCH(h:Hotel)<-[:Available_In]-(r:Room) WHERE h.hotelName="Vamoosetrail Manali Nasog" RETURN DISTINCT(r.roomTypeName) AS RoomType
show the occupancy of One-Bedroom Chalet of Vamoosetrail Manali Nasog	MATCH(h:Hotel)<-[:Available_In]-(r:Room) WHERE r.roomTypeName="One-Bedroom Chalet" AND h.hotelName="Vamoosetrail Manali Nasog" RETURN r.roomTypeOccupancy
show the Rating of the manor a boutique hotel ?	MATCH(h:Hotel)<-[:Available_In]-(r:Room) WHERE h.hotelName="The Manor - A Boutique Hotel" RETURN DISTINCT(h.ratingCount) AS Rating
what is the price  of classic triple room of oyo 39829 kum kum palace hotel saver	MATCH(h:Hotel)<-[:Available_In]-(r:Room) WHERE r.roomTypeName="Classic Triple Room" AND h.hotelName="OYO 39829 Kum Kum Palace Hotel Saver" RETURN r.roomTypePrice
Show the occupancy of standard double or twin room with fan of hotel pritam - central avenue nagpur	MATCH(h:Hotel)<-[:Available_In]-(r:Room) WHERE r.roomTypeName="Standard Double or Twin Room with Fan" AND h.hotelName="Hotel Pritam - Central Avenue Nagpur" RETURN r.roomTypeOccupancy
What is the price  of Classic Triple Room of OYO Rooms Madhapur	MATCH(h:Hotel)<-[:Available_In]-(r:Room) WHERE r.roomTypeName="Classic Triple Room" AND h.hotelName="OYO Rooms Madhapur" RETURN r.roomTypePrice
What is the occupancy of apartment of hill view homestay	MATCH(h:Hotel)<-[:Available_In]-(r:Room) WHERE r.roomTypeName="Apartment" AND h.hotelName="Hill-View Homestay in Madikeri" RETURN r.roomTypeOccupancy
What are the room types of oyo 39829 kum kum palace hotel saver?	MATCH(h:Hotel)<-[:Available_In]-(r:Room) WHERE h.hotelName="OYO 39829 Kum Kum Palace Hotel Saver" RETURN DISTINCT(r.roomTypeName) AS RoomType
What is the review count of hill view homestay in madikeri ?	MATCH(h:Hotel)<-[:Available_In]-(r:Room) WHERE h.hotelName="Hill-View Homestay in Madikeri" RETURN DISTINCT(h.reviewCount) AS Rating
What is the price of Twin Room with City View of Castle Namahstay Hostel & Art Space	MATCH(h:Hotel)<-[:Available_In]-(r:Room) WHERE r.roomTypeName="Twin Room with City View" AND h.hotelName="Castle Namahstay Hostel & Art Space" RETURN r.roomTypePrice
what is the cancellation type of apartment of Hill-View Homestay in Madikeri?	MATCH(h:Hotel)<-[:Available_In]-(r:Room) WHERE r.roomTypeName="Apartment" AND h.hotelName="Hill-View Homestay in Madikeri" RETURN r.roomTypeCancellation
Show me the room types of castle namahstay hostel & art space ?	MATCH(h:Hotel)<-[:Available_In]-(r:Room) WHERE h.hotelName="Castle Namahstay Hostel & Art Space" RETURN DISTINCT(r.roomTypeName) AS RoomType
What is the occupancy of Deluxe Double or Twin Room of The Nandinis	MATCH(h:Hotel)<-[:Available_In]-(r:Room) WHERE r.roomTypeName="Deluxe Double or Twin Room" AND h.hotelName="THE NANDINIS" RETURN r.roomTypeOccupancy
show me the occupancy of manor suite of the manor a boutique hotel	MATCH(h:Hotel)<-[:Available_In]-(r:Room) WHERE r.roomTypeName="Manor Suite" AND h.hotelName="The Manor - A Boutique Hotel" RETURN r.roomTypeOccupancy
What is the price of bed in 8 bed mixed dormitory room of castle namahstay hostel & art space	MATCH(h:Hotel)<-[:Available_In]-(r:Room) WHERE r.roomTypeName="Bed in 8-Bed Mixed Dormitory Room" AND h.hotelName="Castle Namahstay Hostel & Art Space" RETURN r.roomTypePrice
Show the cancellation type of standard single room of hotel pritam central avenue nagpur	MATCH(h:Hotel)<-[:Available_In]-(r:Room) WHERE r.roomTypeName="Standard Single Room" AND h.hotelName="Hotel Pritam - Central Avenue Nagpur" RETURN r.roomTypeCancellation
Show the review count of Hotel Pritam Central Avenue Nagpur ?	MATCH(h:Hotel)<-[:Available_In]-(r:Room) WHERE h.hotelName="Hotel Pritam - Central Avenue Nagpur" RETURN DISTINCT(h.reviewCount) AS Rating
What is the occupancy  of classic triple room of oyo rooms madhapur	MATCH(h:Hotel)<-[:Available_In]-(r:Room) WHERE r.roomTypeName="Classic Triple Room" AND h.hotelName="OYO Rooms Madhapur" RETURN r.roomTypeOccupancy
show me the cancellation type of signature room of the manor a boutique hotel	MATCH(h:Hotel)<-[:Available_In]-(r:Room) WHERE r.roomTypeName="Signature Room" AND h.hotelName="The Manor - A Boutique Hotel" RETURN r.roomTypeCancellation
what is the price of Deluxe Double Room of Peaceful Stay near Pacific Mall	MATCH(h:Hotel)<-[:Available_In]-(r:Room) WHERE r.roomTypeName="Deluxe Double Room" AND h.hotelName="Peaceful Stay near Pacific Mall" RETURN r.roomTypePrice
Show the review count of hotel pritam central avenue nagpur ?	MATCH(h:Hotel)<-[:Available_In]-(r:Room) WHERE h.hotelName="Hotel Pritam - Central Avenue Nagpur" RETURN DISTINCT(h.reviewCount) AS Rating
What is the occupancy of Executive Room of The Manor - A Boutique Hotel?	MATCH(h:Hotel)<-[:Available_In]-(r:Room) WHERE r.roomTypeName="Executive Room" AND h.hotelName="The Manor - A Boutique Hotel" RETURN r.roomTypeOccupancy
Show the cancellation type of Standard Triple Room of OYO 28584 The Royal Park Resort	MATCH(h:Hotel)<-[:Available_In]-(r:Room) WHERE r.roomTypeName="Standard Triple Room" AND h.hotelName="OYO 28584 The Royal Park Resort" RETURN r.roomTypeCancellation
What is the price of bed in 8-bed mixed dormitory room of castle namahstay hostel & art space	MATCH(h:Hotel)<-[:Available_In]-(r:Room) WHERE r.roomTypeName="Bed in 8-Bed Mixed Dormitory Room" AND h.hotelName="Castle Namahstay Hostel & Art Space" RETURN r.roomTypePrice
What are the Room Type available for hotel OYO 28584 The Royal Park Resort?	MATCH(h:Hotel)<-[:Available_In]-(r:Room) WHERE h.hotelName="OYO 28584 The Royal Park Resort" RETURN DISTINCT(r.roomTypeName) AS RoomType
What is the Occupancy of Bed in 8 Bed Mixed Dormitory Room of Castle Namahstay Hostel & Art Space	MATCH(h:Hotel)<-[:Available_In]-(r:Room) WHERE r.roomTypeName="Bed in 8-Bed Mixed Dormitory Room" AND h.hotelName="Castle Namahstay Hostel & Art Space" RETURN r.roomTypeOccupancy
Show the review count of peaceful stay near pacific mall ?	MATCH(h:Hotel)<-[:Available_In]-(r:Room) WHERE h.hotelName="Peaceful Stay near Pacific Mall" RETURN DISTINCT(h.reviewCount) AS Rating
What are the room types of Hill View Homestay?	MATCH(h:Hotel)<-[:Available_In]-(r:Room) WHERE h.hotelName="Hill-View Homestay in Madikeri" RETURN DISTINCT(r.roomTypeName) AS RoomType
Show the review count of The Manor A Boutique Hotel ?	MATCH(h:Hotel)<-[:Available_In]-(r:Room) WHERE h.hotelName="The Manor - A Boutique Hotel" RETURN DISTINCT(h.reviewCount) AS Rating
What is the Cancellation Type of Single Bed in Female Dormitory Room of Castle Namahstay Hostel & Art Space	MATCH(h:Hotel)<-[:Available_In]-(r:Room) WHERE r.roomTypeName="Single Bed in Female Dormitory Room" AND h.hotelName="Castle Namahstay Hostel & Art Space" RETURN r.roomTypeCancellation
show the occupancy of one bedroom chalet of vamoosetrail manali nasog	MATCH(h:Hotel)<-[:Available_In]-(r:Room) WHERE r.roomTypeName="One-Bedroom Chalet" AND h.hotelName="Vamoosetrail Manali Nasog" RETURN r.roomTypeOccupancy
what is the Rating of oyo rooms madhapur ?	MATCH(h:Hotel)<-[:Available_In]-(r:Room) WHERE h.hotelName="OYO Rooms Madhapur" RETURN DISTINCT(h.ratingCount) AS Rating
What is the occupancy  of Classic Triple Room of OYO Rooms Madhapur	MATCH(h:Hotel)<-[:Available_In]-(r:Room) WHERE r.roomTypeName="Classic Triple Room" AND h.hotelName="OYO Rooms Madhapur" RETURN r.roomTypeOccupancy
Show me the room type of OYO 39829 Kum Kum Palace Hotel Saver 	MATCH(h:Hotel)<-[:Available_In]-(r:Room) WHERE h.hotelName="OYO 39829 Kum Kum Palace Hotel Saver" RETURN DISTINCT(r.roomTypeName) AS RoomType
What is the Price of executive room of the manor a boutique hotel ?	MATCH(h:Hotel)<-[:Available_In]-(r:Room) WHERE r.roomTypeName="Executive Room" AND h.hotelName="The Manor - A Boutique Hotel" RETURN r.roomTypePrice
What is the Price of Apartment of Hill View Homestay	MATCH(h:Hotel)<-[:Available_In]-(r:Room) WHERE r.roomTypeName="Apartment" AND h.hotelName="Hill-View Homestay in Madikeri" RETURN r.roomTypePrice
show me the price of manor suite of the manor a boutique hotel	MATCH(h:Hotel)<-[:Available_In]-(r:Room) WHERE r.roomTypeName="Manor Suite" AND h.hotelName="The Manor - A Boutique Hotel" RETURN r.roomTypePrice
What are the room types available for hotel OYO 28584 The Royal Park Resort?	MATCH(h:Hotel)<-[:Available_In]-(r:Room) WHERE h.hotelName="OYO 28584 The Royal Park Resort" RETURN DISTINCT(r.roomTypeName) AS RoomType
Show the price of standard double or twin room with fan of hotel pritam - central avenue nagpur	MATCH(h:Hotel)<-[:Available_In]-(r:Room) WHERE r.roomTypeName="Standard Double or Twin Room with Fan" AND h.hotelName="Hotel Pritam - Central Avenue Nagpur" RETURN r.roomTypePrice
What is the Price of executive room of the manor - a boutique hotel?	MATCH(h:Hotel)<-[:Available_In]-(r:Room) WHERE r.roomTypeName="Executive Room" AND h.hotelName="The Manor - A Boutique Hotel" RETURN r.roomTypePrice
show the price of One-Bedroom Chalet of Vamoosetrail Manali Nasog	MATCH(h:Hotel)<-[:Available_In]-(r:Room) WHERE r.roomTypeName="One-Bedroom Chalet" AND h.hotelName="Vamoosetrail Manali Nasog" RETURN r.roomTypePrice
What is the Cancellation Type of Bed in 8 Bed Mixed Dormitory Room of Castle Namahstay Hostel & Art Space	MATCH(h:Hotel)<-[:Available_In]-(r:Room) WHERE r.roomTypeName="Bed in 8-Bed Mixed Dormitory Room" AND h.hotelName="Castle Namahstay Hostel & Art Space" RETURN r.roomTypeCancellation
What is the review count of OYO Rooms Madhapur ?	MATCH(h:Hotel)<-[:Available_In]-(r:Room) WHERE h.hotelName="OYO Rooms Madhapur" RETURN DISTINCT(h.reviewCount) AS Rating
What are the room types of The Manor A Boutique Hotel?	MATCH(h:Hotel)<-[:Available_In]-(r:Room) WHERE h.hotelName="The Manor - A Boutique Hotel" RETURN DISTINCT(r.roomTypeName) AS RoomType
What are the room types of Vamoosetrail Manali Nasog?	MATCH(h:Hotel)<-[:Available_In]-(r:Room) WHERE h.hotelName="Vamoosetrail Manali Nasog" RETURN DISTINCT(r.roomTypeName) AS RoomType
Show the cancellation type of Standard Double or Twin Room of Hotel Pritam Central Avenue Nagpur	MATCH(h:Hotel)<-[:Available_In]-(r:Room) WHERE r.roomTypeName="Standard Double or Twin Room" AND h.hotelName="Hotel Pritam - Central Avenue Nagpur" RETURN r.roomTypeCancellation
Show me the cancellation type of Deluxe Room of The Manor A Boutique Hotel	MATCH(h:Hotel)<-[:Available_In]-(r:Room) WHERE r.roomTypeName="Deluxe Room" AND h.hotelName="The Manor - A Boutique Hotel" RETURN r.roomTypeCancellation
What is the Occupancy of Single Bed in Female Dormitory Room of Castle Namahstay Hostel & Art Space	MATCH(h:Hotel)<-[:Available_In]-(r:Room) WHERE r.roomTypeName="Single Bed in Female Dormitory Room" AND h.hotelName="Castle Namahstay Hostel & Art Space" RETURN r.roomTypeOccupancy
What is the cancellation type of Classic Triple Room of OYO Rooms Madhapur	MATCH(h:Hotel)<-[:Available_In]-(r:Room) WHERE r.roomTypeName="Classic Triple Room" AND h.hotelName="OYO Rooms Madhapur" RETURN r.roomTypeCancellation
what is the cancellation type of deluxe double or twin room with balcony of the nandinis?	MATCH(h:Hotel)<-[:Available_In]-(r:Room) WHERE r.roomTypeName="Deluxe Double or Twin Room with Balcony" AND h.hotelName="THE NANDINIS" RETURN r.roomTypeCancellation
show the cancellation type of One-Bedroom Chalet of Vamoosetrail Manali Nasog	MATCH(h:Hotel)<-[:Available_In]-(r:Room) WHERE r.roomTypeName="One-Bedroom Chalet" AND h.hotelName="Vamoosetrail Manali Nasog" RETURN r.roomTypeCancellation
what is the price of Deluxe Double Room of Peaceful Stay near Pacific Mall	MATCH(h:Hotel)<-[:Available_In]-(r:Room) WHERE r.roomTypeName="Deluxe Double Room" AND h.hotelName="Peaceful Stay near Pacific Mall" RETURN r.roomTypePrice
what is the occupancy of deluxe double or twin room of the nandinis	MATCH(h:Hotel)<-[:Available_In]-(r:Room) WHERE r.roomTypeName="Deluxe Double or Twin Room" AND h.hotelName="THE NANDINIS" RETURN r.roomTypeOccupancy
show the cancellation type of Budget Double Room of OYO 39829 Kum Kum Palace Hotel Saver	MATCH(h:Hotel)<-[:Available_In]-(r:Room) WHERE r.roomTypeName="Budget Double Room" AND h.hotelName="OYO 39829 Kum Kum Palace Hotel Saver" RETURN r.roomTypeCancellation
show the cancellation type of one-bedroom chalet of vamoosetrail manali nasog	MATCH(h:Hotel)<-[:Available_In]-(r:Room) WHERE r.roomTypeName="One-Bedroom Chalet" AND h.hotelName="Vamoosetrail Manali Nasog" RETURN r.roomTypeCancellation
Show the review count of Peaceful Stay near Pacific Mall ?	MATCH(h:Hotel)<-[:Available_In]-(r:Room) WHERE h.hotelName="Peaceful Stay near Pacific Mall" RETURN DISTINCT(h.reviewCount) AS Rating
What is the cancellation type of single bed in female dormitory room of castle namahstay hostel & art space	MATCH(h:Hotel)<-[:Available_In]-(r:Room) WHERE r.roomTypeName="Single Bed in Female Dormitory Room" AND h.hotelName="Castle Namahstay Hostel & Art Space" RETURN r.roomTypeCancellation
What is the occupancy of bed in 8-bed mixed dormitory room of castle namahstay hostel & art space	MATCH(h:Hotel)<-[:Available_In]-(r:Room) WHERE r.roomTypeName="Bed in 8-Bed Mixed Dormitory Room" AND h.hotelName="Castle Namahstay Hostel & Art Space" RETURN r.roomTypeOccupancy
What are the room types available for hotel Hill View Homestay?	MATCH(h:Hotel)<-[:Available_In]-(r:Room) WHERE h.hotelName="Hill-View Homestay in Madikeri" RETURN DISTINCT(r.roomTypeName) AS RoomType
